label,batch,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,1,0.2724425196647644,0.6133611798286438,-2.3617241140527767e-07,0.3178536295890808,0.5939981341362,-0.020769277587532997,0.3600758910179138,0.5440900325775146,-0.026981506496667862,0.3708009719848633,0.4839192032814026,-0.030879054218530655,0.35688161849975586,0.4453149735927582,-0.029672173783183098,0.33496448397636414,0.4792013168334961,-0.008509770967066288,0.3297203481197357,0.4382522702217102,-0.029535816982388496,0.3229895234107971,0.485897421836853,-0.03814348950982094,0.3237767219543457,0.4993288218975067,-0.041188813745975494,0.3037344217300415,0.4752437472343445,-0.005348791368305683,0.2978600859642029,0.44029515981674194,-0.025349341332912445,0.29580119252204895,0.49610635638237,-0.025706853717565536,0.29876166582107544,0.4957404136657715,-0.021655190736055374,0.27556416392326355,0.47813430428504944,-0.006585100665688515,0.2691012918949127,0.44489702582359314,-0.02664395049214363,0.2706902325153351,0.49571505188941956,-0.015049070119857788,0.2756402790546417,0.49827688932418823,-0.003003311576321721,0.24705398082733154,0.48394402861595154,-0.009900451637804508,0.2426077276468277,0.46478426456451416,-0.02016569674015045,0.2472393810749054,0.4990042746067047,-0.010778365656733513,0.25255998969078064,0.504757285118103,-0.0008571361540816724
A,1,0.27187806367874146,0.6130766868591309,-2.503556117972039e-07,0.31774285435676575,0.5953437685966492,-0.021075792610645294,0.3601095378398895,0.5445983409881592,-0.02712707407772541,0.3714759051799774,0.48391127586364746,-0.03075648657977581,0.357906311750412,0.44505390524864197,-0.029148543253540993,0.33612391352653503,0.4806143641471863,-0.009066314436495304,0.3303901255130768,0.4382685124874115,-0.030224133282899857,0.32307204604148865,0.4862702190876007,-0.03851762041449547,0.3244089186191559,0.5003800988197327,-0.04125320911407471,0.3048173487186432,0.4764336943626404,-0.005717999767512083,0.29865920543670654,0.44079428911209106,-0.025871260091662407,0.2960222661495209,0.49646952748298645,-0.02571592852473259,0.29970604181289673,0.4967111349105835,-0.021188320592045784,0.2766847014427185,0.4788157045841217,-0.006853923201560974,0.270036518573761,0.44535231590270996,-0.027093268930912018,0.2710537314414978,0.4963167905807495,-0.01511003915220499,0.2767427861690521,0.4993789494037628,-0.0026904044207185507,0.24850623309612274,0.4842059910297394,-0.01012729573994875,0.2437773197889328,0.46484965085983276,-0.020549260079860687,0.24764402210712433,0.4997698664665222,-0.011069567874073982,0.2530534267425537,0.5061110854148865,-0.0010145704727619886
A,1,0.27104994654655457,0.6129651069641113,-2.4649165197843104e-07,0.3175302743911743,0.5947391390800476,-0.020697936415672302,0.3599420487880707,0.5441056489944458,-0.026525024324655533,0.3708568215370178,0.48374196887016296,-0.029947184026241302,0.3574449419975281,0.44494831562042236,-0.028164055198431015,0.33586981892585754,0.4801151752471924,-0.009059951640665531,0.33050426840782166,0.4384766221046448,-0.029980458319187164,0.3233066201210022,0.48629385232925415,-0.038376860320568085,0.3242308497428894,0.5003215670585632,-0.041313521564006805,0.3042677044868469,0.47580280900001526,-0.005777134094387293,0.2983422577381134,0.44064217805862427,-0.025688501074910164,0.29607245326042175,0.4966697096824646,-0.025736967101693153,0.29961198568344116,0.49703410267829895,-0.021512312814593315,0.276052862405777,0.478135883808136,-0.006859814748167992,0.269351601600647,0.4449533224105835,-0.02677786909043789,0.2707773447036743,0.4959033131599426,-0.015002785250544548,0.276408314704895,0.49921563267707825,-0.002857138402760029,0.24788837134838104,0.4833865761756897,-0.010032368823885918,0.24292653799057007,0.46418070793151855,-0.020150691270828247,0.2472943365573883,0.49856069684028625,-0.010723395273089409,0.2529849112033844,0.5047556161880493,-0.0007987270946614444
A,1,0.2716720700263977,0.6128864288330078,-2.4802866960271786e-07,0.3176712095737457,0.5945231914520264,-0.02067900449037552,0.36016377806663513,0.544251561164856,-0.02648898772895336,0.37173938751220703,0.4840627610683441,-0.0299041997641325,0.3583638370037079,0.4453814923763275,-0.02811550721526146,0.336232990026474,0.48018181324005127,-0.008661645464599133,0.3305136561393738,0.43826937675476074,-0.029490791261196136,0.3229284882545471,0.4861046373844147,-0.037841618061065674,0.32404372096061707,0.49979203939437866,-0.04075765982270241,0.3051040470600128,0.47570085525512695,-0.005383415147662163,0.29862460494041443,0.440764844417572,-0.025301994755864143,0.2961990535259247,0.49647411704063416,-0.025346174836158752,0.299967885017395,0.49673977494239807,-0.021101994439959526,0.277062326669693,0.47790858149528503,-0.006499219685792923,0.2698301374912262,0.44521573185920715,-0.02668384462594986,0.2712602913379669,0.4962240159511566,-0.015025121159851551,0.27725082635879517,0.49945080280303955,-0.002842656569555402,0.24897031486034393,0.4831925332546234,-0.009677745401859283,0.24359489977359772,0.46370142698287964,-0.02001170627772808,0.24772271513938904,0.4985761046409607,-0.010588505305349827,0.2534404695034027,0.5051748752593994,-0.0005894899950362742
A,1,0.272329181432724,0.612152099609375,-2.444267579448933e-07,0.3183469772338867,0.5941091179847717,-0.0200639758259058,0.3602372407913208,0.5438204407691956,-0.025717265903949738,0.3721300959587097,0.4841935634613037,-0.029277050867676735,0.35878786444664,0.44584473967552185,-0.027867576107382774,0.33663883805274963,0.4797549843788147,-0.007805369328707457,0.3308487832546234,0.4380362033843994,-0.02848290279507637,0.3235989809036255,0.48469221591949463,-0.03680743649601936,0.3244762718677521,0.49946004152297974,-0.03956219553947449,0.30545979738235474,0.475139319896698,-0.004836405627429485,0.29883429408073425,0.44095325469970703,-0.02416842058300972,0.2964564561843872,0.4956829249858856,-0.024046137928962708,0.30034539103507996,0.49612030386924744,-0.019743409007787704,0.27737730741500854,0.47743815183639526,-0.006278387736529112,0.2701888978481293,0.44570261240005493,-0.02594447322189808,0.2716265022754669,0.49555957317352295,-0.014392648823559284,0.2774876356124878,0.49866437911987305,-0.0023888573050498962,0.24923570454120636,0.48309338092803955,-0.009773791767656803,0.2440376579761505,0.46357807517051697,-0.019799623638391495,0.2481045424938202,0.49774715304374695,-0.010353680700063705,0.2536318004131317,0.5044943690299988,-0.0003916187852155417
A,1,0.27275702357292175,0.6119717955589294,-2.4278040200442774e-07,0.31866687536239624,0.5937612056732178,-0.02011287212371826,0.36069029569625854,0.54411780834198,-0.026180429384112358,0.3730134069919586,0.4836837947368622,-0.030162714421749115,0.3592377305030823,0.445220023393631,-0.029206646606326103,0.33752691745758057,0.48026493191719055,-0.008667826652526855,0.33114057779312134,0.4379010796546936,-0.02949652262032032,0.3241850435733795,0.48472511768341064,-0.03750751167535782,0.3254333436489105,0.49980175495147705,-0.03998172655701637,0.30611100792884827,0.4756760001182556,-0.005792141892015934,0.29933491349220276,0.44089388847351074,-0.025298163294792175,0.2969626486301422,0.49619388580322266,-0.024735109880566597,0.3009086847305298,0.4962780475616455,-0.020063577219843864,0.27787908911705017,0.4778856337070465,-0.007289305329322815,0.27048224210739136,0.44533830881118774,-0.02716410718858242,0.2720075249671936,0.49556124210357666,-0.01519925706088543,0.2778380811214447,0.49861451983451843,-0.0028752058278769255,0.2494095265865326,0.48338544368743896,-0.010831313207745552,0.24390529096126556,0.4637429118156433,-0.021110650151968002,0.24833662807941437,0.49792763590812683,-0.011596194468438625,0.2540495991706848,0.504422128200531,-0.0015202652430161834
A,1,0.2728182077407837,0.6122322678565979,-2.4098147832773975e-07,0.3187972903251648,0.5937315821647644,-0.02010006085038185,0.3606933057308197,0.5439720153808594,-0.02611924707889557,0.37281572818756104,0.4836008846759796,-0.03005555272102356,0.3591974973678589,0.44502145051956177,-0.029051749035716057,0.3372909724712372,0.48008161783218384,-0.008564881049096584,0.33115917444229126,0.43790701031684875,-0.029366226866841316,0.32435742020606995,0.4847117066383362,-0.03745521605014801,0.3254018723964691,0.49984994530677795,-0.0399925671517849,0.30580854415893555,0.4754878878593445,-0.005684234667569399,0.2992362082004547,0.44065383076667786,-0.025167495012283325,0.2970210015773773,0.49621957540512085,-0.024748532101511955,0.3007180392742157,0.4965253174304962,-0.020179040729999542,0.2775571644306183,0.4777500033378601,-0.007161589805036783,0.27020037174224854,0.44503360986709595,-0.027024809271097183,0.27191105484962463,0.4954076111316681,-0.015205597504973412,0.2775173783302307,0.4986785054206848,-0.0029600486159324646,0.2490760087966919,0.48333606123924255,-0.010675271041691303,0.2436123788356781,0.46368300914764404,-0.02093464508652687,0.24829986691474915,0.49766647815704346,-0.011498835869133472,0.2539759576320648,0.5041186809539795,-0.0014739902690052986
A,1,0.2722757160663605,0.6114223003387451,-2.4450932301078865e-07,0.31857770681381226,0.5935342311859131,-0.019812917336821556,0.3607707619667053,0.5440190434455872,-0.025771182030439377,0.37325432896614075,0.48350316286087036,-0.029731545597314835,0.3593822419643402,0.44517478346824646,-0.02882578782737255,0.3372683525085449,0.48086661100387573,-0.008298835717141628,0.3312036991119385,0.4379223883152008,-0.029045525938272476,0.3240727484226227,0.4838358759880066,-0.03722941502928734,0.3250579237937927,0.49942517280578613,-0.039793625473976135,0.30590322613716125,0.4762890934944153,-0.005464177578687668,0.29942256212234497,0.44087696075439453,-0.02473406121134758,0.29683050513267517,0.49532610177993774,-0.024330418556928635,0.300781786441803,0.49591103196144104,-0.01981319487094879,0.2778637409210205,0.478288859128952,-0.006967308931052685,0.27073097229003906,0.44515010714530945,-0.026514902710914612,0.27203378081321716,0.4948020279407501,-0.01470930129289627,0.2778441905975342,0.49838772416114807,-0.002560327062383294,0.24962271749973297,0.4835869073867798,-0.010507849976420403,0.24437111616134644,0.4633236229419708,-0.02054629661142826,0.24846208095550537,0.49731963872909546,-0.011067140847444534,0.2540685534477234,0.5043627023696899,-0.001075054402463138
A,1,0.2724340558052063,0.6104942560195923,-2.4663179942763236e-07,0.31960612535476685,0.5926483273506165,-0.019483594223856926,0.361799418926239,0.543725848197937,-0.02518443576991558,0.373173326253891,0.48291143774986267,-0.02881575934588909,0.3596368134021759,0.4449949860572815,-0.027530549094080925,0.3371720016002655,0.48048391938209534,-0.008304962888360023,0.3316277861595154,0.43794047832489014,-0.02873820811510086,0.32461145520210266,0.4841342270374298,-0.03660203516483307,0.3256228268146515,0.4993646442890167,-0.03905599191784859,0.30592530965805054,0.4760441184043884,-0.0054407245479524136,0.2998327910900116,0.4403809905052185,-0.024284997954964638,0.29724568128585815,0.4952407777309418,-0.023591753095388412,0.30113065242767334,0.49559691548347473,-0.019072363153100014,0.2781599760055542,0.4780034124851227,-0.006833684165030718,0.2714584171772003,0.44415444135665894,-0.026148196309804916,0.27244845032691956,0.4943552315235138,-0.014102539047598839,0.27802613377571106,0.49809548258781433,-0.00192895601503551,0.25008079409599304,0.48314353823661804,-0.010209491476416588,0.24479898810386658,0.4627794623374939,-0.020181989297270775,0.2488226443529129,0.4969518184661865,-0.010705444030463696,0.25443992018699646,0.5038569569587708,-0.0008089278126135468
A,1,0.27292606234550476,0.6093963980674744,-2.4329116854460153e-07,0.3200989067554474,0.5914768576622009,-0.019557984545826912,0.36213064193725586,0.5434083938598633,-0.025447072461247444,0.37321317195892334,0.483005166053772,-0.02923169918358326,0.35983768105506897,0.4450160562992096,-0.028148697689175606,0.3374650776386261,0.48016276955604553,-0.008937749080359936,0.33171406388282776,0.4378434419631958,-0.02949904277920723,0.32499459385871887,0.4839170277118683,-0.037385694682598114,0.3261469006538391,0.49944639205932617,-0.03980232775211334,0.3062133193016052,0.4759412109851837,-0.006081962957978249,0.29998713731765747,0.43995678424835205,-0.025176865980029106,0.2975849211215973,0.4948274493217468,-0.024571651592850685,0.30152589082717896,0.49604955315589905,-0.020022492855787277,0.27844536304473877,0.47798866033554077,-0.00742127001285553,0.27145594358444214,0.44406208395957947,-0.026932815089821815,0.2727741003036499,0.49414247274398804,-0.014977856539189816,0.2785763442516327,0.4985150098800659,-0.002737828530371189,0.25036752223968506,0.4832949936389923,-0.010725817643105984,0.2448406219482422,0.4624430239200592,-0.020818734541535378,0.24922028183937073,0.49639952182769775,-0.011365686543285847,0.2550315856933594,0.503793478012085,-0.0014078724198043346
